url,category
https://bloomingdales.sa/womens-bags-cross-body-bags/,plp
https://en.bloomingdales.sa/womens-bags-cross-body-bags/,plp
https://bloomingdales.sa/marc-jacobs-%D8%AD%D9%82%D9%8A%D8%A9-%D9%85%D9%83%D9%8A%D8%A7%D8%AC-%D8%B3%D9%8A%D9%86-BAG219542223xBLK.html,pdp
https://en.bloomingdales.sa/marc-jacobs-scene-vanity-bag-BAG219542223xBLK.html,pdp
