url,category
https://www.farfetch.com/ae/shopping/women/tops-1/items.aspx,plp
https://www.farfetch.com/ae/shopping/women/tops-1/items.aspx?lang=ar-AE,plp
https://www.farfetch.com/ae/shopping/women/toteme--item-16824594.aspx?lang=ar-AE,pdp
https://www.farfetch.com/ae/shopping/women/toteme--item-16824594.aspx,pdp
